Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2022-03-09 16:59:18,"Chest A",32m,"Chest Dip",1,100.0,12,0,0,"",,
2022-03-09 16:59:18,"Chest A",32m,"Chest Dip",2,85.0,12,0,0,,,
2022-03-09 16:59:18,"Chest A",32m,"Chest Dip",3,70.0,12,0,0,,,
2022-03-09 16:59:18,"Chest A",32m,"Chest Dip",4,55.0,7,0,0,,,
2022-03-09 16:59:18,"Chest A",32m,"Incline Bench Press (Barbell)",1,135.0,8,0,0,"",,
2022-03-09 16:59:18,"Chest A",32m,"Incline Bench Press (Barbell)",2,145.0,8,0,0,,,
2022-03-09 16:59:18,"Chest A",32m,"Incline Bench Press (Barbell)",3,155.0,6,0,0,,,
2022-03-09 16:59:18,"Chest A",32m,"Incline Bench Press (Dumbbell)",1,40.0,8,0,0,"",,
2022-03-09 16:59:18,"Chest A",32m,"Incline Bench Press (Dumbbell)",2,55.0,8,0,0,,,
2022-03-09 16:59:18,"Chest A",32m,"Incline Bench Press (Dumbbell)",3,60.0,8,0,0,,,
2022-03-09 16:59:18,"Chest A",32m,"Incline Bench Press (Dumbbell)",4,70.0,5,0,0,,,
2022-03-09 16:59:18,"Chest A",32m,"Cable Crossover",1,15.0,20,0,0,"",,
2022-04-04 16:43:44,"Back A",57m,"Pull Up (Assisted)",1,145.0,20,0,0,"","",
2022-04-04 16:43:44,"Back A",57m,"Pull Up (Assisted)",2,130.0,20,0,0,,,
2022-04-04 16:43:44,"Back A",57m,"Pull Up (Assisted)",3,115.0,20,0,0,,,
2022-04-04 16:43:44,"Back A",57m,"Pull Up (Assisted)",4,85.0,12,0,0,,,
2022-04-04 16:43:44,"Back A",57m,"Bent Over Row Warm Up",1,45.0,20,0,0,"",,
2022-04-04 16:43:44,"Back A",57m,"Bent Over Row Warm Up",2,55.0,20,0,0,,,
2022-04-04 16:43:44,"Back A",57m,"Bent Over Row Warm Up",3,65.0,20,0,0,,,
2022-04-04 16:43:44,"Back A",57m,"Deadlift (Barbell)",1,155.0,10,0,0,"Set 1: 50% 1rm for 10\nSet 2: 70% 1rm as many\nSet 3: 90% 1rm as many ",,6
2022-04-04 16:43:44,"Back A",57m,"Deadlift (Barbell)",2,225.0,10,0,0,,,8
2022-04-04 16:43:44,"Back A",57m,"Deadlift (Barbell)",3,255.0,5,0,0,,,9.5
2022-04-04 16:43:44,"Back A",57m,"Bent Over Row (Barbell)",1,115.0,8,0,0,"",,
2022-04-04 16:43:44,"Back A",57m,"Bent Over Row (Barbell)",2,125.0,8,0,0,,,
2022-04-04 16:43:44,"Back A",57m,"Bent Over Row (Barbell)",3,135.0,8,0,0,,,
2022-04-04 16:43:44,"Back A",57m,"Seated Row (Cable)",1,40.0,8,0,0,"SLOW ",,
2022-04-04 16:43:44,"Back A",57m,"Seated Row (Cable)",2,50.0,8,0,0,,,
2022-04-04 16:43:44,"Back A",57m,"Seated Row (Cable)",3,60.0,8,0,0,,,
2022-04-04 16:43:44,"Back A",57m,"Seated Row (Cable)",4,70.0,8,0,0,,,
2022-05-05 13:26:43,"Back A",31m,"Bent Over Row Warm Up",1,45.0,20,0,0,"","",
2022-05-05 13:26:43,"Back A",31m,"Bent Over Row Warm Up",2,55.0,20,0,0,,,
2022-05-05 13:26:43,"Back A",31m,"Bent Over Row (Barbell)",1,105.0,8,0,0,"",,
2022-05-05 13:26:43,"Back A",31m,"Bent Over Row (Barbell)",2,115.0,8,0,0,,,
2022-05-05 13:26:43,"Back A",31m,"Bent Over Row (Barbell)",3,125.0,10,0,0,,,
2022-05-05 13:26:43,"Back A",31m,"Deadlift (Barbell)",1,135.0,10,0,0,"Set 1: 50% 1rm for 10\nSet 2: 70% 1rm as many\nSet 3: 90% 1rm as many ",,6
2022-05-05 13:26:43,"Back A",31m,"Deadlift (Barbell)",2,225.0,6,0,0,,,8
2022-05-05 13:26:43,"Back A",31m,"Deadlift (Barbell)",3,255.0,5,0,0,,,9.5
2022-05-05 13:26:43,"Back A",31m,"Seated Row (Cable)",1,42.5,8,0,0,"SLOW ",,
2022-05-05 13:26:43,"Back A",31m,"Seated Row (Cable)",2,50.0,8,0,0,,,
2022-05-05 13:26:43,"Back A",31m,"Seated Row (Cable)",3,60.0,8,0,0,,,
2022-05-05 13:26:43,"Back A",31m,"Seated Row (Cable)",4,70.0,8,0,0,,,
2022-05-05 13:26:43,"Back A",31m,"Pull Up (Assisted)",1,0.0,2,0,0,"",,
2022-05-05 13:26:43,"Back A",31m,"Pull Up (Assisted)",2,0.0,0,0,0,,,
2022-05-05 13:26:43,"Back A",31m,"Pull Up (Assisted)",3,0.0,0,0,0,,,
2022-05-05 13:26:43,"Back A",31m,"Pull Up (Assisted)",4,0.0,0,0,0,,,
2022-05-09 12:39:54,"Chest A",30m,"Chest Fly (Dumbbell)",1,15.0,8,0,0,"","",
2022-05-09 12:39:54,"Chest A",30m,"Chest Fly (Dumbbell)",2,17.5,8,0,0,,,
2022-05-09 12:39:54,"Chest A",30m,"Chest Dip",1,100.0,12,0,0,"",,
2022-05-09 12:39:54,"Chest A",30m,"Chest Dip",2,85.0,12,0,0,,,
2022-05-09 12:39:54,"Chest A",30m,"Chest Dip",3,70.0,12,0,0,,,
2022-05-09 12:39:54,"Chest A",30m,"Chest Dip",4,55.0,7,0,0,,,
2022-05-09 12:39:54,"Chest A",30m,"Bench Press (Barbell)",1,135.0,10,0,0,"",,
2022-05-09 12:39:54,"Chest A",30m,"Bench Press (Barbell)",2,145.0,10,0,0,,,
2022-05-09 12:39:54,"Chest A",30m,"Bench Press (Barbell)",3,155.0,5,0,0,,,
2022-05-09 12:39:54,"Chest A",30m,"Incline Bench Press (Dumbbell)",1,35.0,8,0,0,"",,
2022-05-09 12:39:54,"Chest A",30m,"Incline Bench Press (Dumbbell)",2,40.0,8,0,0,,,
2022-05-09 12:39:54,"Chest A",30m,"Incline Bench Press (Dumbbell)",3,45.0,8,0,0,,,
2022-05-09 12:39:54,"Chest A",30m,"Incline Bench Press (Dumbbell)",4,50.0,8,0,0,,,
2022-05-09 12:39:54,"Chest A",30m,"Cable Crossover",1,15.0,20,0,0,"",,
2022-05-11 12:33:42,"Back A",35m,"Bent Over Row Warm Up",1,45.0,20,0,0,"","",
2022-05-11 12:33:42,"Back A",35m,"Bent Over Row Warm Up",2,55.0,20,0,0,,,
2022-05-11 12:33:42,"Back A",35m,"Bent Over Row (Barbell)",1,115.0,8,0,0,"",,
2022-05-11 12:33:42,"Back A",35m,"Bent Over Row (Barbell)",2,125.0,8,0,0,,,
2022-05-11 12:33:42,"Back A",35m,"Bent Over Row (Barbell)",3,135.0,10,0,0,,,
2022-05-11 12:33:42,"Back A",35m,"Deadlift (Barbell)",1,135.0,10,0,0,"Set 1: 50% 1rm for 10\nSet 2: 70% 1rm as many\nSet 3: 90% 1rm as many ",,6
2022-05-11 12:33:42,"Back A",35m,"Deadlift (Barbell)",2,225.0,6,0,0,,,8
2022-05-11 12:33:42,"Back A",35m,"Deadlift (Barbell)",3,245.00000000000003,8,0,0,,,9.5
2022-05-11 12:33:42,"Back A",35m,"Seated Row (Cable)",1,42.5,8,0,0,"SLOW ",,
2022-05-11 12:33:42,"Back A",35m,"Seated Row (Cable)",2,50.0,8,0,0,,,
2022-05-11 12:33:42,"Back A",35m,"Seated Row (Cable)",3,60.0,8,0,0,,,
2022-05-11 12:33:42,"Back A",35m,"Seated Row (Cable)",4,70.0,8,0,0,,,
2022-05-11 12:33:42,"Back A",35m,"Lat Pulldown (Machine)",1,105.0,8,0,0,"",,
2022-05-11 12:33:42,"Back A",35m,"Lat Pulldown (Machine)",2,120.0,8,0,0,,,
2022-05-11 12:33:42,"Back A",35m,"Lat Pulldown (Machine)",3,135.0,8,0,0,,,
2022-05-11 12:33:42,"Back A",35m,"Lat Pulldown (Machine)",4,149.99999999999997,8,0,0,,,
2022-05-11 12:33:42,"Back A",35m,"Seated Row (Machine)",1,74.99999999999999,8,0,0,"",,
2022-05-11 12:33:42,"Back A",35m,"Seated Row (Machine)",2,90.0,8,0,0,,,
2022-05-11 12:33:42,"Back A",35m,"Seated Row (Machine)",3,105.0,8,0,0,,,
2022-05-11 12:33:42,"Back A",35m,"Seated Row (Machine)",4,120.0,5,0,0,,,
2022-05-13 12:50:19,"Legs A",1h 20m,"Squat (Barbell)",1,215.0,8,0,0,"","",
2022-05-13 12:50:19,"Legs A",1h 20m,"Squat (Barbell)",2,225.0,8,0,0,,,
